CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
MMP17	22072	18474	19122	18908	31401	25037	24779	13112	13944	15490	23391
OR2M2	0	0	0	0	0	0	0	96	0	0	6247
BAZ1A	106391	80700	86334	83720	139212	168216	175017	102485	98829	76708	122917
AKR1C4	176764	134380	128690	139698	190038	342231	344779	215485	213529	159843	23488
COPS8	61159	41111	43849	45912	50783	79796	85331	54083	46556	38164	15155
CCDC69	4352	3925	3442	3759	8051	14694	13282	6822	7236	4722	43094
MDM4	96972	73583	73713	78143	122711	125214	124466	76037	75506	72459	41742
RYR2	1630	1179	1341	1584	1113	4461	4337	1813	1795	1720	791784
ZNF534	335	142	300	259	296	287	237	267	93	47	23129
KLHL9	101966	74709	83381	74494	114840	168382	164693	94889	93286	69569	5710
FAM3D	331	0	0	220	0	48	0	43	0	96	32903
NCOA6	123197	103025	105238	100581	153755	195595	199667	107992	112736	74741	136553
STK39	45240	30067	33525	34773	69253	78138	85812	43612	48939	36156	294122
TAT	6300	4555	3639	5007	1410	4272	5917	2611	2799	1195	11471
C6ORF89	127215	88081	83043	86440	126450	249788	256442	141229	139038	109269	57095
CALM1	456485	369951	375962	361991	416168	439246	449039	253524	249395	211296	11760
LPA	51	2	48	0	144	96	80	0	143	0	132777
FAM19A2	700	477	918	254	861	431	1365	398	813	383	570892
OR10G6	0	0	0	0	0	0	0	0	0	0	999
TTC37	269841	205624	199403	189528	296138	492650	511549	289858	293736	205610	91113
TUSC1	27114	16209	16474	23313	36778	34060	33009	17743	16625	19351	2052
MAGEA1	0	0	0	0	16	0	48	96	0	0	4596
PAPSS2	388503	257171	251966	274369	296937	539451	532078	273029	278331	211132	88093
SLC9A6	44622	34828	35531	32478	53125	86298	84790	48917	49623	35756	73429
FAN1	89674	67783	70387	65129	89803	155278	161040	88880	86017	65984	39257
ABCA4	612	581	288	669	35	526	307	398	575	482	128298
EIF1AY	44504	24691	25675	33338	73130	2363	1818	1337	1891	1053	17430
MT-ND6	2752405	1683016	1667533	2374492	2186277	2412392	2384632	1629755	1626398	1413279	525
IPO9	212262	187821	185070	162277	187039	284267	283379	154606	162212	118601	55154
GPX6	0	21	0	0	0	0	0	0	20	0	24920
CEP290	90856	61260	63568	65685	100453	124091	120758	71986	73028	51473	93203
MT-CO2	14831197	8447879	8398255	10028165	16294498	22568785	22575578	11924903	12057855	10298657	684
GLMP	83643	63577	62486	59647	132054	169487	183137	101527	98118	88240	5601
TOGARAM1	67571	45528	41359	45154	72539	100221	104593	62573	63464	37116	112224
DLL1	527	192	392	694	3312	836	480	192	480	381	24360
ANKRD13B	23046	19035	19766	18410	33780	44249	37643	23493	23987	24063	24993
ECI2	59929	37663	38202	41712	39417	47010	50247	26065	30327	27648	19909
UNC13B	209055	170150	169078	146741	93791	193825	189695	100941	109361	69257	243347
TEX45	442	527	490	153	678	1103	663	454	332	260	15475
MT-CYB	11112306	7124848	7162658	8006762	12429428	13743203	13736420	7676153	7823535	6802365	1141
LDB1	74673	59293	58175	57814	91233	116806	114324	63881	61196	51517	12894
PPP1R14C	1871	96	671	768	6702	1097	908	1573	467	672	107282
CTR9	117335	85592	89323	82727	101212	159599	160228	93446	96289	69449	28757
SMOC1	497177	312480	314719	333372	440753	1101615	1128052	603733	623534	542951	178236
F5	32612	30206	28491	28011	2291	9150	9622	5590	5225	2731	72423
MSRB1	44057	37796	38323	32830	54758	119015	121272	69593	72106	61173	5117
LRRTM3	0	0	0	0	0	0	0	0	0	0	173825
ZNF652	52388	49500	44094	38124	49049	61904	66780	39826	35905	26363	73268
SMURF1	123574	92262	98395	86652	180205	185308	187316	102353	101664	81064	116663
SLC5A3	53697	42663	42922	34800	104161	175991	175687	92697	90158	70124	32693
GPATCH3	15839	11668	11732	10593	20334	32618	27108	16604	15572	16640	9979
CDC42BPB	461938	378702	373725	347814	485344	683369	671542	359932	371486	294708	125084
PLXNB3	5667	3677	4812	4595	1349	3601	4200	1297	1719	1447	15151
OXCT2	192	276	48	48	288	384	286	144	382	219	1826
RPL10A	399293	276677	260716	283967	596800	777731	775329	435647	442018	418987	2378
COLGALT2	381	479	308	961	765	1815	1620	1362	734	720	107876
EPS8L3	22656	15521	15438	18711	6897	5804	5133	1852	2688	1920	13948
EGFL6	96	0	0	0	144	0	0	0	0	0	63971
MT-ND2	7298062	4155665	4194191	5093936	8200842	10958449	11012350	6135795	6208088	5201215	1042
SYCP1	0	0	0	0	0	0	0	0	0	0	140568
APCDD1L	48	0	192	0	0	96	119	0	0	0	56031
RCSD1	0	115	0	0	0	0	0	135	41	0	76157
RASSF9	75664	46451	46116	52625	99959	247566	237196	139854	148215	94217	35874
FAM169A	33153	26205	25457	27233	48810	46547	44862	27270	23435	18244	89378
ZNF830	31647	22421	22156	24752	38370	60229	55372	34771	35176	29548	2246
GRIN3A	1276	1283	953	849	1182	1328	1188	1309	1007	288	169228
MT-ND5	8149995	6070021	6056593	6753341	7070240	9278103	9249561	5617500	5722698	4519879	1812
CNOT7	159042	105224	111556	111508	158000	221439	229160	126250	133095	107946	21915
TMEM184B	179670	123408	132405	128509	296230	308561	306318	180744	171797	152395	53744
MTOR	147678	137159	136491	112689	139061	206465	208872	119341	113019	85120	155973
SCAMP5	36465	29206	29788	24537	20068	35054	35730	21690	19572	20275	64278
ZNF521	27	0	0	0	0	0	0	0	0	0	290265
ALPK2	27545	23006	23610	21171	44290	123627	124953	63246	62670	46914	147711
BRINP2	0	0	158	192	192	288	0	0	0	0	110926
MAGEB3	0	0	0	0	0	0	0	0	0	0	7057
LRIG2	34566	26162	26064	24000	34520	44948	49809	30613	29359	21582	59052
MT-CO1	34397352	21959279	22129994	25239070	32675276	44339105	44497665	23751851	24067203	20507140	1542
PNP	198978	150344	144343	153631	168059	238222	234827	133927	144321	113497	8141
PAX9	11277	8008	7236	6024	15507	19863	18475	10713	10064	7473	22148
LRRC10	0	0	0	0	0	0	0	24	0	0	2599
GK	9418	6820	5299	8481	4550	10984	11394	5254	7605	4240	78098
FOXJ3	125517	88406	94096	85256	128224	197983	192700	106470	109472	81662	159339
ZNF358	50190	37018	33040	34786	71419	77426	76658	43869	40972	51269	5735
SFT2D1	57998	39262	38502	42608	62347	83015	77281	49435	47109	39150	22864
CD247	44	576	225	0	671	861	1317	381	336	383	87971
GRM3	0	0	0	0	0	0	0	36	0	0	220971
CHAMP1	58016	52857	48122	49302	55425	79043	76591	43090	48223	34177	12816
INPP5F	20588	17098	18916	15423	32731	42621	47431	22169	24790	16296	103182
ARHGAP11A	162453	129913	123994	116043	39143	76183	71459	30254	34208	30635	24806
SUCNR1	672	698	720	384	1391	2182	1930	862	1052	1148	10977
HMGN2	190591	138777	139382	150906	121475	170157	165735	89018	90095	88842	3523
SELENOM	24042	12781	15251	13416	46168	35792	33532	17300	18581	22765	15298
UBE2J1	190461	102654	102793	111039	130597	176334	174635	100649	99379	77427	26224
GJC2	432	240	357	576	1047	1147	1124	316	216	478	9975
OPA1	130649	91129	95551	93080	115006	173459	173025	102761	101475	78015	104680
DENND4B	133070	96733	102197	91337	143919	207090	210477	106008	116244	96687	17196
RYR3	4375	5207	4208	3686	9296	15362	16248	7271	7530	6524	555177
ZNF277	36736	27098	26641	27955	66520	87019	95788	56983	55820	45749	136509
MT-ND3	1047261	589582	574404	748615	1305732	1820364	1782032	1031098	1023309	1017222	346
KTI12	30063	19942	18674	23226	30959	35355	37592	21253	21769	21890	1714
DUSP27	70	0	0	0	96	116	96	25	21	96	35121
SELENOT	135249	102456	106845	111237	78639	140244	140546	84193	78897	67456	27571
ARHGEF15	0	0	20	0	31	0	0	34	24	48	12276
TOX	2096	1552	1679	1680	767	240	288	0	0	0	313791
CES1	291220	207253	210660	228841	170957	12997	11820	8742	7703	5563	30487
CD3E	0	0	0	0	0	0	0	0	0	17	11631
RUSC2	137732	91705	91105	87946	309984	378226	373982	214327	217000	172211	71772
C1ORF68	0	0	0	0	0	0	0	0	0	0	949
FICD	168532	109301	111180	119735	106988	136314	134066	74088	73269	58255	10653
OSTC	169587	87908	90467	104271	152035	223818	225900	126548	123683	114715	17237
R3HDM4	71545	45729	45902	49547	77052	100535	101743	51312	47414	54653	16743
TSEN15	67841	35532	39772	41868	79669	82952	97966	57171	51944	41368	22536
LTN1	92591	69398	71395	63783	67858	108193	110707	66959	64611	39045	64813
RUNDC1	85638	63952	67579	63777	101791	155225	159481	85677	87649	68910	13126
CCDC152	7111	4518	5141	5183	2435	1410	1325	1279	1121	812	45560
STKLD1	2137	1177	1919	1067	2042	4000	3052	2219	1777	1643	29730
GRK5	23149	18449	20779	17847	13257	24895	24090	12952	14131	12463	252154
TYW1	79712	55465	55120	62169	77052	110423	110388	62892	61846	56913	244347
DCAF12	161522	109970	111373	116619	147489	242285	249291	138117	143317	98145	41013
SFMBT2	65143	60624	60780	53921	18793	33903	36751	19455	17890	14697	252863
ASB12	96	0	0	0	0	192	189	0	120	0	6436
PNMA5	0	25	0	0	0	25	0	25	0	25	5304
ITPRIPL1	33	47	0	96	48	96	90	0	0	118	5187
MT-ND4	26164031	15659890	15771531	18993477	27414675	29069971	29079898	15945921	16098535	13789453	1378
SMC5	98126	65780	65744	70065	75182	114848	114223	65297	64599	42112	95927
MT-ND1	5797557	3644678	3661873	4280431	7465371	8709246	8686353	5025907	5081770	4451555	956
DCAF12L1	0	192	0	0	0	0	0	0	0	0	3469
PRMT6	0	0	0	0	0	0	0	0	0	0	2616
SHISA4	28774	20997	20772	18741	43052	51689	52190	28994	26818	25944	3627
CIPC	46675	33456	34613	30434	56968	75800	81096	45795	43974	30068	19191
CAPZA2	335069	211916	216636	235199	263663	455748	446118	270965	274524	218035	110980
MT-ATP6	15440487	8853201	8865838	11052554	14711396	18034143	18092559	9681438	9779097	8385511	681
TOP1	368910	216490	216280	241320	373962	487109	487289	258670	261293	207867	95670
PRC1	222228	173329	181239	162151	50488	78789	75827	36626	33772	34830	29592
BHLHB9	12024	11929	10397	11079	20065	33960	35601	22103	22897	14597	32853
MAP3K3	44384	38569	36961	33769	70451	104592	105878	60386	61264	44070	73889
L1CAM	64615	62074	58811	59424	95808	61047	64270	29812	30855	23580	47710
SREBF2	398487	332259	321300	296899	544738	743100	746562	406685	417374	339185	74230
C1ORF174	30977	22589	24882	23055	33541	47490	51322	29977	29471	23933	11169
POU3F3	507	356	395	71	938	697	672	192	541	363	3064
RASGEF1A	34211	27307	25631	23881	32198	42102	44876	22294	24473	19250	72385
SPOUT1	61211	46948	53470	48473	61548	80869	82093	44661	46684	43758	10171
RPL39	77003	46447	45366	45165	116429	175461	177333	86195	85217	93909	5140
DZIP3	46306	33580	34009	31155	55728	74743	79057	45116	47502	32385	105165
KIAA0753	73184	50064	50534	51879	87017	106201	103292	55595	61523	45990	62780
DCLRE1A	45762	34500	36182	31914	35632	71639	73608	40288	43133	31387	19659
ATG9A	285116	216651	208323	192196	311758	449673	450380	247764	246920	233348	19946
NOS1AP	5677	5470	5907	4819	1835	3202	3200	2007	1729	949	300702
CSAG1	0	192	0	0	192	0	0	0	0	96	6252
APRT	183392	135445	131262	129845	211451	290600	293893	147448	159121	170918	2606
GPRASP1	6612	5049	4481	4937	5408	8350	7787	5019	4110	3593	7718
TBKBP1	9490	7177	8145	6824	35064	28645	33088	14365	17991	17110	17970
MAGEE1	5263	5177	4890	4550	7607	9397	9850	6622	6338	4310	3630
CCDC167	24313	14614	14491	16075	27058	31127	33206	20218	19229	17972	17003
MT-CO3	17427009	10291141	10320656	12393379	17134042	22983535	23038271	12367390	12512082	11270632	784
ZFP2	192	0	192	96	767	614	220	713	639	190	37319
SOWAHA	0	96	192	192	0	197	96	192	96	0	3211
L3MBTL3	7902	6628	8056	5827	15070	21064	21366	12055	11959	9988	127753
DMD	96	0	0	47	0	48	0	192	20	0	2241765
MFAP3L	20304	15050	17718	14168	57323	45218	47644	24984	27145	18095	46435
NAGA	24784	20961	23457	19943	10271	26079	23600	14470	13813	9577	12489
SMG5	309558	233467	227152	221439	352734	435710	432151	238056	235956	193340	33602
KIF1BP	67127	48487	49576	50774	58688	81719	83962	50164	50641	42483	54824
TGM2	1583946	1418622	1420933	1345332	204385	901178	895885	448403	458142	365170	39192
ARMCX6	36766	20678	23694	25666	61945	78304	81190	46933	47743	42501	2884
PJA2	338525	224245	231660	222457	191777	309341	313760	177663	176337	118584	75286
RORB	96	189	288	190	195	288	383	123	288	192	195813
SGMS1	56387	42375	44295	37213	81707	84694	86753	44763	48437	35621	319578
OR10R2	0	0	0	0	0	0	0	0	0	0	8717
OR10Z1	0	0	0	0	0	0	0	0	0	0	7247
ZNF525	6721	5219	5343	5445	5084	7069	5859	3108	3530	2992	26525
INF2	353902	290807	284787	265607	454202	495637	490408	270816	276986	272229	32930
IQANK1	10363	7599	7549	7491	4797	10657	9666	5005	5928	6201	56505
AL139353.1	215778	170226	169074	142011	83859	170680	169273	84873	89641	52581	123130
GP1BB	13350	5201	5736	6828	12615	12143	12076	5799	6784	7686	1827
OR2T5	0	0	0	0	0	0	0	0	0	0	2525
OR2L2	0	0	0	0	0	0	0	0	0	0	12236
EFCAB2	17704	9612	9812	9155	14552	32603	33914	16911	17754	13772	157460
COX20	79269	53450	49811	55581	69307	111233	122587	65993	59405	53339	9736
CHML	119433	89619	88627	86693	76167	119708	124275	66950	69630	49689	11402
STUM	43	0	133	0	20	0	96	192	0	96	60415
TCP10	0	0	0	0	0	0	0	0	0	0	27480
CAPN8	2720	1517	1729	1205	2880	2485	2976	1013	1596	1056	127728
TATDN3	37087	22075	22166	26581	29741	50156	51538	28328	31353	26748	24799
CR1	0	0	0	0	0	0	0	0	0	0	144501
RAET1G	13231	10150	10441	7727	2405	9335	7543	4504	4164	3469	6244
C1ORF53	4824	4013	3614	4432	9006	13464	14790	9409	8106	9477	4721
SAMD5	33891	22355	26262	24729	113834	116418	120490	75121	73540	59885	228621
TEDDM1	0	96	0	0	192	528	478	144	288	0	2500
GJE1	0	0	0	0	0	0	0	0	0	0	2062
ECT2L	669	333	341	393	806	623	950	708	312	412	108145
GPR52	0	96	96	191	0	0	0	306	96	95	1088
METTL11B	0	0	0	96	96	0	48	0	0	0	21790
FCGR3A	0	0	96	0	0	0	0	0	0	0	8979
TMEM244	0	0	0	0	0	0	0	0	0	0	30304
OR6K3	0	0	0	0	0	0	0	0	0	0	4394
CENPW	9223	8676	10013	7536	2299	4375	3872	1546	1200	1148	8702
SPRN	17819	14458	15529	13432	23615	32364	31846	18035	17084	15494	3907
FAM229B	6922	3748	3682	4182	2756	7782	7522	3536	4450	3492	15192
FANK1	1607	1127	1032	2057	3775	3683	4078	2215	2250	2032	113054
LOR	0	0	0	43	96	0	0	0	74	0	2423
PRR9	0	0	0	0	0	0	0	0	0	0	1734
LELP1	0	0	0	0	0	0	0	0	0	24	1678
SPRR2E	79	0	0	0	0	95	0	0	0	0	13050
KPRP	0	0	0	0	0	0	0	0	0	0	2492
EEF1AKMT2	27033	16681	18916	19300	23247	29676	33263	17347	18443	16167	43722
FAM24A	0	0	0	0	0	0	90	0	0	77	2411
DDO	96	96	0	96	192	0	0	0	0	0	23792
PLPP4	0	0	0	95	0	0	0	0	23	0	132902
HIST2H3C	3087	3610	3450	3087	8096	17461	15739	8889	9293	6416	1656
HIST2H2AA3	10507	8210	7659	6871	10474	21845	17484	11852	10775	8403	549
HIST2H2BF	4092	2708	3868	2966	2277	9328	9970	4049	3979	2344	29685
HIST2H3PS2	48	0	240	0	0	0	192	0	0	48	411
PNLIPRP3	0	96	0	96	192	0	96	0	0	0	50091
HIST2H3A	2943	3694	3572	3090	9389	18392	16681	10135	8061	5713	1656
HSD3B1	0	0	0	23	0	0	0	0	0	0	7857
HSD3B2	0	0	31	0	0	0	0	0	0	0	8105
RBM20	7657	5546	4903	5350	9972	19279	18080	10607	9729	7064	195073
SMIM9	0	0	0	0	0	0	0	0	0	0	11315
C6ORF163	245	474	240	240	1139	1614	1329	1477	1358	804	20615
RIPPLY2	288	96	0	192	192	383	384	384	96	287	4250
GDI1	222147	152938	164355	162247	292025	443285	441655	230963	231638	198701	6555
PCMTD2	93265	63786	64862	67563	87270	158822	164119	89844	94728	73741	32127
SOX18	666	768	990	816	1150	552	576	607	192	768	2060
LIME1	21326	15473	16011	16278	26982	28214	34708	19461	18677	20724	2821
OOEP	0	0	0	0	0	0	0	192	0	0	26579
KHDC3L	0	0	0	0	0	0	0	0	0	0	1495
DPPA5	0	0	0	0	0	0	0	0	0	0	1234
C1ORF146	0	0	0	0	0	0	6	0	0	37	27874
SPANXN1	0	0	0	0	0	0	0	0	0	0	9285
SPANXA2	48	0	29	0	0	0	0	0	0	0	1338
CXORF66	0	0	0	0	0	0	0	0	0	0	9796
C10ORF62	288	633	317	203	48	389	192	250	0	27	1208
SAMD13	2272	1814	1145	2086	1500	2298	2254	2076	994	898	91592
RTL8A	104715	61743	63987	70667	201404	188325	194653	106239	105028	106966	1265
CCDC160	288	474	336	423	0	96	95	92	191	192	9161
C1ORF141	0	0	0	0	0	0	0	0	0	0	139689
EFCAB7	8796	7143	7341	7669	8027	10945	11608	6944	6542	5560	49322
DEFB110	0	0	0	0	0	0	0	0	0	0	12844
GLYATL3	0	0	0	0	0	0	0	0	0	0	27090
LDLRAD1	287	94	240	96	32	335	288	384	96	192	10888
RHOXF2B	0	0	0	0	0	48	48	48	0	0	7034
ZYG11A	3214	3952	2420	3088	8527	8156	6346	5267	3520	3775	52488
LCN8	0	0	0	23	0	0	24	0	0	0	4158
AL355987.1	0	144	0	0	0	20	48	0	0	0	10287
C1ORF185	0	0	0	0	0	0	0	0	0	0	45853
GLT6D1	0	0	0	0	0	0	0	0	0	0	15885
IFIT1B	83	236	96	334	48	283	265	358	217	48	7150
CT83	0	0	0	0	0	0	0	0	0	0	1322
LIPN	0	0	4	0	0	0	0	4	0	0	16837
LIPK	0	0	0	0	48	0	0	0	0	0	28243
LIPJ	48	0	96	96	0	0	192	0	0	96	20224
TRPC5OS	0	0	0	0	96	0	0	0	0	0	27940
LRIT2	0	0	20	0	0	0	0	0	0	96	5095
LRRC73	3638	2451	2949	2986	5348	7187	6414	3145	2680	3297	3718
FOXO6	1545	1251	957	1197	1510	1755	1069	933	915	943	21669
TCEAL5	240	0	0	121	74	315	144	48	96	144	3182
SYS1	76528	53528	54347	52849	99129	134899	128138	72498	70830	65618	14862
TCEAL6	480	191	177	288	654	1116	576	336	480	482	2495
INPP5B	24973	19240	18963	21828	26067	30035	32771	18999	20546	16594	86361
RPA4	96	384	96	288	144	96	859	288	192	156	1560
NEU4	834	299	751	777	3364	2506	4050	1690	2551	2456	8589
MAFB	2189	672	568	332	417	1632	1673	287	576	576	3393
TRAF3IP1	53083	36627	41757	42878	53584	58330	61781	37883	34212	29538	80460
CHIC1	37635	27731	29725	25688	55492	81234	91552	51246	52644	32605	123903
GIGYF2	159860	115041	112370	115475	156635	221551	232653	124929	122481	94432	163277
C2ORF72	75570	67335	70513	59309	22763	31048	32653	17056	18645	19081	12230
RUFY2	59175	40810	37279	40129	65157	74543	75054	47397	50803	33806	66188
NHSL2	29321	18603	18036	21029	54004	81030	79486	48728	46759	38682	250933
PHACTR4	107280	70843	77339	82119	115404	150180	144984	76442	81095	68714	130788
CLPSL1	0	36	0	0	0	48	238	0	0	0	12659
ASAH2B	25184	14292	15635	16936	20555	35510	33385	16926	18420	16036	77178
AGAP6	25335	20295	16620	16964	22956	34025	35027	19000	18713	15593	28310
TIMM23B	37717	26977	28257	24668	29911	39495	39936	25959	23384	18125	32818
ZDHHC18	56657	38771	43013	41173	88026	92773	92360	46557	50273	44751	30893
C10ORF128	0	0	0	0	96	22	0	0	0	0	33861
CXORF65	0	0	0	0	0	0	0	0	0	0	2900
AGAP9	25760	19688	17930	17551	16667	28646	27708	14297	16433	14329	21785
NPY4R	41871	40033	37043	28134	82592	36405	34654	19333	18447	14292	4783
GPRIN2	32670	26577	25561	19776	58201	64837	67237	37926	40305	26033	6487
SYT15	2922	2228	3165	2600	7207	9820	10296	5208	5310	4171	15957
TMEM57	46361	32010	33405	39274	62712	83073	84739	44405	45285	39983	69352
PTPN20	11280	7170	8911	9419	12888	14868	17000	9076	9987	9386	91093
GDF5OS	0	0	0	96	0	7	17	4	7	0	2422
ZDBF2	66912	48130	46124	44837	53783	66782	68892	36102	39141	23415	39766
TXNDC8	0	0	0	46	0	0	0	0	44	0	34364
AWAT1	0	48	0	0	0	0	0	0	1	0	5973
DAXX	65773	46045	47757	41925	74236	78287	81262	46261	45582	38326	10729
BMPR2	78714	69128	64733	57449	92419	119896	124189	69013	75574	38763	190816
TCEA3	1254	192	430	418	1486	1329	1225	814	909	709	43680
PFDN6	58610	43722	40731	45252	59644	80340	81389	43891	48817	49473	9100
RING1	47348	37193	34589	32264	48330	67810	62910	37286	40434	38625	4228
HSD17B8	14184	9893	8919	9420	24990	26625	25292	13553	14443	11592	2190
RXRB	53582	40758	39971	40271	66980	83660	84245	47013	49934	40322	7101
OXLD1	50846	39333	40497	37099	59688	93133	93284	56578	52346	64746	1600
OR13C3	0	0	0	0	0	0	0	0	0	0	1108
COL11A2	1435	1360	1390	895	7750	6039	5598	3794	4173	2710	29819
HLA-DOA	96	0	0	0	48	48	48	0	22	0	5435
BRD2	512276	388938	398324	384568	449419	493724	496584	268564	282226	208978	12846
HLA-DMA	31906	20492	21201	23493	11987	19757	17160	11182	11328	10804	20482
COL5A2	707932	524065	514758	455498	354122	262097	268244	139635	150387	119972	147984
PSMB8	22850	17926	17341	20307	42838	62622	65762	31760	37996	32435	3987
TAP2	50402	45843	44803	41840	74177	82125	78107	51852	49267	36966	16948
SPIN3	50958	30208	30690	32351	47114	81972	83817	48506	51495	36480	177530
NBDY	73321	52120	49758	50734	95734	111133	122496	71332	68959	62902	89140
TMEM235	0	0	0	0	0	0	0	0	0	0	9678
PAGE3	0	0	0	0	0	0	0	0	0	0	6435
HLA-DRA	96	96	96	479	0	0	0	96	0	0	5205
BTNL2	0	0	0	0	0	0	0	0	0	0	13166
COL15A1	96	96	192	0	529	93	0	0	192	0	127614
C6ORF10	0	0	0	0	0	0	0	0	0	0	83387
TMEM225	0	0	0	0	0	0	0	0	0	0	2717
NOTCH4	527	480	192	490	1390	2007	1766	1418	719	651	29225
PBX2	57036	33762	32355	36118	44602	65279	62258	38421	37251	30803	5446
AGER	3801	1659	2475	2403	4575	4683	3803	2432	2556	3256	3357
RNF5	51893	27807	29154	30985	44313	58601	66385	32259	37958	32724	2440
AGPAT1	135532	93318	91767	98653	115205	198003	199056	105612	110783	94466	9885
PJVK	3702	3128	3110	3306	5561	7743	9046	4112	4122	3920	9955
PRRT1	2770	2749	1960	2333	3473	8735	7118	2512	3754	3124	6015
FKBPL	7071	6196	5495	5150	8581	11390	12549	6262	7224	5847	1585
MRPL38	105254	80065	84700	75418	125055	154065	148702	85219	84960	77444	6771
SMIM5	5220	4184	4438	4764	4129	7349	8123	4766	4157	3963	7971
ERICH2	0	0	0	28	1175	355	1192	373	363	357	15186
SP5	141	42	96	192	345	96	192	166	96	96	2728
STK19	25259	15882	16353	15974	20827	36563	35197	20192	18684	20630	11731
CD300LD	0	0	0	0	0	0	0	0	0	0	12919
BTBD17	0	0	0	0	0	0	0	0	0	0	5531
DXO	32558	21458	22093	18781	35468	47286	48311	27674	23748	25604	2483
SKIV2L	81065	62018	63214	57098	60042	92890	93548	50506	51475	43518	10676
C9ORF129	18722	16285	15180	13489	17217	30463	29298	15918	16209	11289	28216
NELFE	100253	67119	69682	67484	97572	117923	124816	65734	66768	68012	7024
NXPE2	240	96	0	96	0	0	0	0	0	0	28548
SPANXN5	0	0	0	0	0	0	0	0	0	96	1958
C10ORF126	0	0	0	0	0	0	146	0	0	0	35491
ZBTB12	13937	10465	11638	12607	20948	28031	30698	15210	15681	15006	2386
SDHD	65467	46213	46387	49039	54402	90716	93663	52447	52704	45106	33241
EHMT2	64975	61364	60635	58154	88790	91682	98122	56136	56801	44086	17929
XAGE1A	46629	33094	28852	35685	48833	58374	60860	28391	29090	33284	5137
LAYN	854	287	0	480	191	288	0	164	240	96	21466
XAGE1B	46913	30285	35943	32942	46699	57247	56209	33185	35994	32486	8727
SLC44A4	994	661	486	1530	480	706	528	432	192	336	15855
NEU1	167938	117920	120445	124826	227532	373903	382744	210127	207570	173256	5248
C6ORF48	104986	59029	58606	72174	271390	377865	370612	244822	241130	200026	5159
HSPA1B	107171	123323	125964	106317	280675	348087	364002	218593	219785	176800	2521
HSPA1A	106163	128063	129651	107584	275373	362937	359655	224426	220963	185300	2483
HSPA1L	2044	797	1475	1575	8423	7425	5847	5669	4003	3249	5447
LSM2	43426	28097	29618	29182	34692	51812	48335	27336	29297	23991	9589
